Runtime (microseconds), 308992481
Generation, Fitness Island 0, Fitness Island 1, Fitness Island 2, Fitness Island 3, Fitness Island 4, Fitness Island 5, Fitness Island 6, Fitness Island 7
0, 16538, 16535, 16514, 16516, 16542, 16540, 16522, 16642, 
1, 16539, 16707, 16520, 16546, 16571, 16589, 16586, 16639, 
2, 16643, 16730, 16575, 16610, 16636, 16639, 16675, 16651, 
3, 16741, 16760, 16629, 16655, 16721, 16632, 16741, 16667, 
4, 16742, 16767, 16708, 16793, 16755, 16643, 16761, 16694, 
5, 16741, 16786, 16756, 16787, 16755, 16719, 16776, 16695, 
6, 16743, 16787, 16755, 16855, 16756, 16773, 16777, 16801, 
7, 16787, 16789, 16782, 16847, 16773, 16776, 16777, 16787, 
8, 16825, 16797, 16792, 16857, 16780, 16792, 16778, 16863, 
9, 16838, 16808, 16833, 16855, 16798, 16906, 16780, 16882, 
10, 16826, 16819, 16833, 16868, 16847, 16865, 16782, 16891, 
11, 16868, 16829, 16862, 16874, 16824, 16937, 16799, 16899, 
12, 16863, 16901, 16864, 16884, 16826, 16939, 16850, 16909, 
13, 16907, 16901, 16865, 16981, 16827, 16946, 16851, 16913, 
14, 16940, 16904, 16866, 16982, 16850, 17007, 16908, 16930, 
15, 16974, 16902, 16942, 17011, 16915, 17027, 16913, 16943, 
16, 17013, 16906, 17027, 17013, 16954, 17031, 16929, 16947, 
17, 17015, 16943, 17052, 17014, 16994, 17031, 16941, 16981, 
18, 17040, 16944, 17052, 17015, 16995, 17032, 16987, 16976, 
19, 17034, 16952, 17056, 17034, 17034, 17034, 16964, 17034, 
20, 17048, 17034, 17070, 17074, 17081, 17034, 17031, 17102, 
21, 17068, 17043, 17068, 17073, 17140, 17037, 17062, 17103, 
22, 17103, 17043, 17069, 17074, 17142, 17037, 17088, 17124, 
23, 17117, 17109, 17073, 17104, 17143, 17039, 17091, 17127, 
24, 17121, 17111, 17074, 17105, 17143, 17041, 17130, 17126, 
25, 17137, 17127, 17097, 17118, 17144, 17089, 17140, 17127, 
26, 17136, 17135, 17144, 17118, 17145, 17142, 17148, 17130, 
27, 17140, 17140, 17162, 17121, 17145, 17172, 17149, 17130, 
28, 17141, 17158, 17160, 17135, 17147, 17173, 17149, 17135, 
29, 17143, 17176, 17171, 17136, 17149, 17178, 17151, 17137, 
30, 17152, 17186, 17177, 17172, 17150, 17181, 17152, 17142, 
31, 17174, 17203, 17195, 17172, 17172, 17179, 17154, 17144, 
32, 17180, 17206, 17196, 17171, 17183, 17179, 17154, 17144, 
33, 17187, 17206, 17198, 17192, 17184, 17183, 17155, 17188, 
34, 17196, 17206, 17200, 17191, 17197, 17191, 17156, 17177, 
35, 17206, 17208, 17201, 17191, 17196, 17192, 17159, 17180, 
36, 17220, 17210, 17205, 17193, 17206, 17193, 17203, 17197, 
37, 17222, 17211, 17203, 17193, 17213, 17211, 17213, 17211, 
